id,morning,noon,afternoon,evening
1004932176,0.817,0.87,0.791,0.57
1004932179,0.926,0.989,0.971,0.529
1004932180,0.303,0.622,0.563,0.343
1004932182,0.698,0.738,0.69,0.298
1004932191,0.179,0.658,0.605,0.1
1004932193,0.865,0.825,0.455,0.225
1004932196,0.892,0.954,0.945,0.382
1004932197,0.94,0.968,0.918,0.583
1004932204,0.479,0.515,0.155,0.092
1004932205,0.38,0.773,0.78,0.007
1004932206,0.337,0.168,0.02,0.0
1004932210,0.167,0.314,0.534,0.0
1004932212,0.934,0.978,0.873,0.009
1004932214,0.458,0.523,0.634,0.005
1004934881,0.569,0.931,0.642,0.082
1004934884,0.25,0.583,0.545,0.0
1004934885,0.0,0.168,0.358,0.153
1004934887,0.0,0.35,0.723,0.102
1004934889,0.717,0.607,0.959,0.248
1004934890,0.008,0.577,0.454,0.215
1004934894,0.541,0.694,0.656,0.0
1004934896,0.287,0.523,0.498,0.211
1004934898,0.271,0.589,0.401,0.052
1004934901,0.245,0.474,0.452,0.023
1004934902,0.78,0.592,0.28,0.349
1004934903,0.527,0.447,0.819,0.685
1004934904,0.042,0.0,0.454,0.622
1004934906,0.486,0.624,0.651,0.45
1004934908,0.201,0.366,0.347,0.131
1004934909,0.413,0.524,0.496,0.146
1004934914,0.629,0.761,0.629,0.038
1004934916,0.473,0.717,0.733,0.1
1004934926,0.396,0.711,0.44,0.019
1004934927,0.945,0.98,0.978,0.965
1004934930,0.759,0.886,0.719,0.184
1004934931,0.543,0.778,0.687,0.119
1004934932,0.752,0.797,0.837,0.342
1004934937,0.886,0.937,0.909,0.785
1004987640,0.962,0.97,0.966,0.915
1004998487,0.94,0.957,0.918,0.441
1005001218,0.275,0.58,0.435,0.153
1005001219,0.531,0.703,0.634,0.283
1005001220,0.829,0.954,0.521,0.108
1005051435,0.988,0.998,0.982,0.744
1005051436,0.73,0.746,0.727,0.41
1005051437,0.977,0.977,0.919,0.0
1005052292,0.988,1.0,1.0,0.427
1005052293,0.9,1.0,0.95,0.0
1005094111,0.77,0.921,0.746,0.341
1005094112,0.828,1.0,0.989,0.763
1005094113,0.304,0.348,0.362,0.391
1005094114,0.459,0.45,0.423,0.342
1005094115,0.632,0.865,0.439,0.155
1005094116,0.863,0.961,0.373,0.373
1005094117,0.554,0.663,0.496,0.399
1005094118,0.0,0.0,0.083,0.083
1005094136,0.475,0.541,0.427,0.291
1005094142,0.216,0.629,0.823,0.35
1005324212,0.76,0.822,0.782,0.618
1005324213,0.373,0.313,0.299,0.269
1005324214,0.099,0.22,0.22,0.085
1005326386,0.689,0.794,0.782,0.485
1005326387,0.234,0.443,0.341,0.03
1005351264,0.046,0.277,0.0,0.0
1005351265,0.237,0.468,0.276,0.08
1005351266,0.0,0.64,0.96,0.0
1005351267,0.188,0.594,0.842,0.0
1005351268,0.564,0.764,0.672,0.074
1005351269,0.191,0.309,0.838,0.0
1005370802,0.217,0.799,0.399,0.0
1005389453,0.736,0.984,0.873,0.568
1005389454,0.842,0.592,0.652,0.943
1005389455,0.649,0.638,0.66,0.418
1005389456,0.487,0.905,0.876,0.513
1005389772,0.949,0.989,0.964,0.312
1005986747,0.055,0.613,0.496,0.0
1005986748,0.35,0.77,0.369,0.104
1005991705,0.627,0.683,0.591,0.335
1006177874,0.288,0.658,0.492,0.054
1006179552,0.343,0.498,0.343,0.31
1006179553,0.553,0.833,0.768,0.337
1006179554,0.462,0.58,0.616,0.109
1006179557,0.291,0.434,0.384,0.258
1006179558,0.493,0.69,0.466,0.302
1006179561,0.653,0.658,0.531,0.255
100639533,0.0,0.312,0.562,0.0
1006434669,0.0,0.009,0.003,0.0
1006612046,0.327,0.487,0.394,0.023
1007047120,0.432,0.656,0.714,0.075
1007047121,0.744,0.953,0.878,0.221
1007048373,0.294,0.627,0.325,0.131
100722358,0.186,0.392,0.422,0.102
1007841160,0.0,0.0,0.0,0.0
1007841161,,,,
1007851275,0.099,0.363,0.424,0.368
1007851276,0.663,0.741,0.606,0.169
1007851279,0.538,0.729,0.738,0.729
1007851281,0.423,0.438,0.32,0.043
1007851282,0.902,0.945,0.768,0.0
1007851283,0.0,0.038,0.126,0.054
100789523,0.13,0.413,0.0,0.0
100792907,0.417,0.475,0.385,0.266
100792973,0.062,0.163,0.257,0.0
100793077,0.007,0.044,0.007,0.0
1008128890,0.093,0.469,0.736,0.35
1008200884,0.572,0.695,0.535,0.213
1008200885,0.701,0.715,0.559,0.121
1008200886,0.073,0.387,0.076,0.059
1008201834,0.461,0.579,0.55,0.129
1008201845,0.48,0.593,0.448,0.071
1008201848,0.277,0.626,0.294,0.1
1008205667,0.833,1.0,0.979,0.771
1008205668,0.0,0.123,0.13,0.116
1008205669,0.406,0.858,0.818,0.544
1008406177,0.606,0.871,0.864,0.455
1008406746,0.175,0.4,0.044,0.081
1008406747,0.022,0.848,0.196,0.0
1008410563,0.677,0.903,0.871,0.54
1008410564,0.5,0.382,0.588,0.324
1008410565,0.829,0.976,0.878,0.707
1008410566,0.654,0.769,0.795,0.564
1008410567,0.64,0.92,0.96,0.84
1008410568,0.697,0.954,0.917,0.679
1008410569,0.229,0.651,0.687,0.361
1008410570,0.437,0.31,0.414,0.379
1008410571,0.245,0.38,0.356,0.009
1008410572,0.857,0.786,0.486,0.014
1008410573,0.551,0.72,0.636,0.471
1008410574,0.391,0.75,0.531,0.359
100842319,0.572,0.846,0.612,0.088
100842323,0.873,0.991,0.994,0.927
100842324,0.958,0.958,0.902,0.574
100842328,0.976,0.991,0.991,0.767
1008643244,0.983,0.99,0.941,0.706
1008643245,0.942,0.989,0.963,0.661
1008643247,0.971,0.979,0.971,0.903
1008643251,0.549,0.864,0.877,0.722
1008643252,0.926,0.953,0.946,0.829
1008643253,0.748,0.961,0.755,0.304
1008643254,0.391,0.753,0.741,0.309
1008644260,0.544,0.596,0.511,0.098
1008652200,0.364,0.582,0.49,0.192
1008716068,0.809,0.793,0.809,0.818
1008723872,0.659,0.678,0.123,0.18
1008724334,0.288,0.538,0.231,0.026
1008724766,0.286,0.286,0.291,0.206
1008725488,0.525,0.812,0.771,0.298
1008725489,0.347,0.597,0.699,0.443
1008992423,0.182,0.955,0.341,0.091
1008992424,0.612,0.635,0.541,0.235
1008992426,0.951,0.951,0.901,0.198
1008992427,0.445,0.482,0.355,0.0
1009148447,0.874,0.934,0.909,0.712
1009148448,0.931,0.947,0.921,0.898
1009148449,0.859,0.922,0.825,0.527
1009149116,0.57,0.784,0.782,0.413
1009340676,0.299,0.789,0.814,0.773
1009637310,0.346,0.914,0.481,0.259
1009637920,0.679,0.679,0.554,0.0
1009639833,0.131,0.102,0.131,0.028
1009639940,0.326,0.279,0.419,0.419
1009670553,0.742,0.948,0.435,0.0
1009726682,0.292,0.727,0.55,0.048
101014401,0.963,0.989,0.989,0.941
101014408,0.934,0.982,0.958,0.892
101014409,0.932,0.994,0.969,0.895
101014412,0.942,0.987,0.968,0.877
101014418,0.99,1.0,0.994,0.849
101014421,1.0,1.0,1.0,0.987
101014426,0.912,0.962,0.912,0.588
101014427,0.884,0.947,0.911,0.684
101014428,0.876,0.975,0.938,0.82
101014444,1.0,1.0,1.0,0.999
1010284277,0.222,0.648,0.407,0.037
1010295543,0.648,0.824,0.713,0.364
1010325748,0.802,0.885,0.766,0.397
1010325749,0.897,0.854,0.884,0.536
1010325751,0.776,0.962,0.893,0.431
1010325752,0.897,0.959,0.677,0.193
1010326683,0.824,0.967,0.96,0.514
1010326684,0.771,0.805,0.781,0.36
1010326685,0.727,0.696,0.723,0.57
1010329193,0.88,0.974,0.354,0.186
1010329194,0.89,0.947,0.89,0.393
1010329195,0.733,0.788,0.737,0.425
1010329196,0.627,0.97,0.947,0.726
1010329197,0.711,0.921,0.553,0.0
1010329198,0.318,0.364,0.364,0.091
1010329199,0.462,0.0,0.231,0.538
1010338413,0.965,1.0,0.469,0.0
101039990,0.9,0.946,0.942,0.617
10104998,0.924,0.973,0.923,0.359
10105001,0.917,0.956,0.927,0.796
10105002,0.944,0.955,0.963,0.89
10105166,0.891,0.877,0.744,0.314
1010641184,0.911,0.959,0.351,0.0
1010718457,0.642,0.969,0.941,0.444
1010746962,0.562,0.714,0.698,0.486
1010747115,0.841,0.935,0.917,0.534
101082326,0.414,0.698,0.579,0.212
101082327,0.561,0.772,0.667,0.083
1011130831,0.516,0.5,0.645,0.129
1011130832,0.536,0.59,0.469,0.062
1011332714,0.758,0.83,0.731,0.233
1011333486,0.934,0.994,0.984,0.93
1011334153,0.705,0.705,0.639,0.0
1011515816,,,,
1011522871,0.808,0.808,0.769,0.462
1011522872,0.25,0.5,0.188,0.5
1011522873,0.302,0.349,0.256,0.233
1011522874,0.494,0.517,0.416,0.258
1011522875,0.344,0.344,0.219,0.281
1011522876,0.717,0.717,0.63,0.413
1011522877,0.667,0.5,0.583,0.917
1011522878,0.565,0.841,0.928,0.783
1011522879,0.302,0.479,0.604,0.479
1011522880,0.6,0.267,0.467,0.6
1011522881,0.077,0.231,0.154,0.308
1011758241,0.898,1.0,0.931,0.069
1012259106,0.709,0.907,0.846,0.006
1012259107,0.81,0.923,0.197,0.0
1012259108,0.29,0.275,0.022,0.0
1012259123,0.74,0.801,0.79,0.735
1012259124,0.685,0.698,0.175,0.105
1012259125,0.388,0.471,0.653,0.688
1012259126,0.64,0.767,0.837,0.721
1012259127,0.654,0.696,0.701,0.574
1012259128,0.914,0.986,0.957,0.886
1012259129,0.591,0.644,0.547,0.477
1012259131,0.293,0.331,0.243,0.164
1012259132,0.671,0.756,0.695,0.451
1012446084,0.831,0.913,0.799,0.035
1012446097,0.871,0.94,0.942,0.665
1012446100,0.774,0.983,0.988,0.792
1012520482,0.978,0.933,0.933,0.764
1012520483,0.878,0.925,0.905,0.476
1012520484,0.849,0.906,0.835,0.568
1012520485,0.871,0.871,0.823,0.629
1012576592,0.695,0.807,0.772,0.406
1012776709,0.385,0.835,0.555,0.206
1012778490,0.564,0.725,0.59,0.361
1012778492,0.934,0.978,0.957,0.654
1012778496,0.329,0.595,0.592,0.028
1012778497,0.392,0.578,0.351,0.158
101287522,0.483,0.936,0.891,0.625
101287527,0.912,0.95,0.9,0.562
101290534,1.0,1.0,1.0,1.0
101290536,0.145,0.334,0.457,0.559
101290539,0.918,0.938,0.912,0.731
1013029944,,,,
1013098393,0.696,0.913,0.926,0.644
1013099411,0.674,0.822,0.708,0.473
1013101261,1.0,1.0,1.0,0.951
1013101895,0.538,0.944,0.905,0.263
1013106484,0.932,0.971,0.98,0.923
1013107277,0.717,0.85,0.854,0.049
1013107278,0.892,0.84,0.588,0.371
1013108632,0.998,0.989,0.952,0.872
1013115256,1.0,0.998,0.958,0.705
1013115257,1.0,1.0,1.0,0.717
101319378,0.236,0.443,0.4,0.138
1013275541,0.631,0.712,0.596,0.141
1013278977,0.416,0.554,0.386,0.084
1013388244,0.047,0.159,0.147,0.0
1013388245,0.076,0.219,0.167,0.0
1013550500,0.0,0.079,0.05,0.012
1013557075,0.0,0.0,0.6,0.733
1013557076,0.178,0.726,0.932,0.329
1013557077,0.163,0.776,0.531,0.02
1013560735,0.663,0.622,0.367,0.112
1013560736,0.341,0.569,0.471,0.213
1014018756,0.576,0.725,0.528,0.118
1014018757,0.845,0.964,0.881,0.598
1014085634,0.149,0.122,0.122,0.0
1014085635,0.0,0.01,0.0,0.0
1014263757,0.625,0.909,0.932,0.841
1014298835,0.546,0.717,0.651,0.0
1014392285,0.72,0.773,0.731,0.584
1014392286,0.833,0.93,0.885,0.422
1014392287,0.855,0.799,0.779,0.438
1014407815,0.941,0.962,0.936,0.803
1014410047,0.697,0.826,0.808,0.512
1014410048,0.921,0.954,0.924,0.704
1014410049,0.82,0.904,0.772,0.404
1014617510,0.703,0.84,0.849,0.812
1014619213,0.0,0.0,0.0,0.0
1015079978,,,,
1015079979,,,,
1016536520,0.312,0.468,0.435,0.078
1016939439,0.113,0.212,0.198,0.0
101704910,0.217,0.895,0.595,0.274
1017189235,0.0,0.0,0.0,0.0
1017189236,0.0,0.0,0.0,0.0
1017191698,0.727,0.761,0.301,0.051
1017226379,0.681,0.425,0.097,0.0
1017226382,0.496,0.365,0.0,0.0
1017557087,0.694,0.757,0.746,0.215
1017557088,0.333,0.474,0.053,0.544
1017557089,0.392,0.724,0.757,0.369
1017557091,0.761,0.865,0.729,0.202
1017557092,0.956,0.961,0.939,0.166
1017557093,0.0,0.0,0.0,0.0
1017557095,0.051,0.179,0.013,0.038
1017557097,0.043,0.328,0.388,0.164
1017557099,0.259,0.221,0.236,0.122
1017557100,0.018,0.184,0.184,0.123
1017557101,0.372,0.116,0.302,0.116
1017557102,0.248,0.232,0.188,0.153
1017557103,0.371,0.44,0.374,0.272
1017557104,0.932,0.949,0.929,0.756
1017557105,0.698,0.762,0.766,0.709
1017557106,0.29,0.289,0.227,0.159
1017557107,0.696,0.751,0.713,0.703
1017557108,0.392,0.457,0.345,0.221
1017558514,0.45,0.714,0.672,0.455
1017635038,0.548,0.641,0.534,0.096
1017647236,0.659,0.871,0.263,0.18
1017674867,0.907,0.886,0.859,0.816
1017676662,0.398,0.506,0.404,0.029
1017676664,0.803,0.801,0.672,0.584
1017676665,0.83,0.913,0.909,0.898
1017676666,0.826,0.858,0.739,0.656
1017676667,0.654,0.727,0.584,0.211
1017676668,0.824,0.897,0.907,0.781
1017676669,0.456,0.604,0.53,0.134
1017676670,0.697,0.725,0.82,0.36
1017676671,0.794,0.876,0.812,0.681
1017677604,0.969,0.993,0.985,1.0
1017678131,0.316,0.418,0.34,0.061
1017772738,0.0,0.357,0.561,0.296
1017772739,0.0,0.0,0.0,0.0
1017772740,0.0,0.288,0.384,0.342
1017772741,0.054,0.095,0.081,0.0
1017772742,0.0,0.0,0.0,0.0
1017772743,0.0,0.0,0.0,0.0
1017772744,0.0,0.087,0.072,0.0
1017772745,0.053,0.08,0.067,0.0
1017772746,0.343,0.38,0.382,0.327
1017772747,0.0,0.0,0.0,0.0
1017772748,0.0,0.0,0.0,0.0
1017772749,0.0,0.0,0.0,0.0
1017772750,0.654,0.878,0.731,0.571
1017772751,0.816,0.905,0.614,0.177
1017848488,0.307,0.351,0.255,0.152
1017848491,0.188,0.614,0.589,0.183
1017848492,0.953,0.995,0.984,0.083
1018245486,0.835,0.904,0.849,0.635
1018245488,0.717,0.717,0.528,0.0
1018253282,0.106,0.475,0.401,0.182
1018253283,0.108,0.726,0.468,0.086
1018283425,1.0,1.0,1.0,0.863
1018283426,0.933,0.975,0.98,0.942
1018283430,0.753,0.93,0.887,0.812
1018658220,0.564,0.769,0.678,0.317
1018658221,0.634,0.769,0.627,0.017
1018772629,0.867,0.877,0.828,0.724
1018772630,0.827,0.908,0.902,0.445
1018772633,0.998,1.0,0.998,0.984
1018772635,0.604,0.708,0.708,0.109
1018772638,0.047,0.173,0.197,0.024
1018772639,0.0,0.579,0.526,0.0
1018772640,0.0,0.1,0.0,0.0
1018772641,0.133,0.533,0.533,0.533
1019007227,0.352,0.419,0.124,0.057
1019008307,0.493,0.623,0.513,0.096
1019008308,0.358,0.375,0.377,0.087
1019008309,0.803,0.352,0.27,0.467
1019008311,0.38,0.46,0.523,0.502
1019089083,0.93,0.974,0.835,0.609
1019089084,0.902,0.922,0.758,0.569
1019089085,0.606,0.703,0.671,0.606
1019093123,0.662,0.662,0.618,0.118
1019108333,0.616,0.67,0.386,0.124
1019108334,0.965,0.968,0.956,0.579
1019108335,0.983,0.983,1.0,0.942
1019108336,0.896,0.904,0.876,0.255
1019108337,0.871,0.945,0.939,0.589
1019108338,0.86,1.0,0.953,0.837
1019214984,0.406,0.792,0.802,0.689
1019214985,0.665,0.818,0.714,0.369
1019214986,0.83,0.923,0.898,0.825
1019446282,0.684,0.557,0.43,0.118
1019446283,0.672,0.837,0.674,0.191
1019452099,0.748,0.811,0.799,0.528
1019452100,0.988,1.0,0.978,0.192
102008914,,,,
1020279260,0.729,0.802,0.787,0.665
1020279261,0.31,0.437,0.448,0.391
1020284900,0.69,0.851,0.77,0.0
102044188,0.677,0.698,0.306,0.0
102044192,0.0,0.238,0.043,0.0
102044196,0.228,0.268,0.256,0.137
102044197,0.156,0.197,0.075,0.013
102044202,0.0,0.0,0.0,0.0
102044207,0.644,0.725,0.671,0.333
102044209,0.0,0.012,0.0,0.0
102044213,0.959,0.973,0.953,0.369
102047764,0.0,0.0,0.0,0.0
102047766,0.0,0.0,0.0,0.0
1020520416,0.992,1.0,0.943,0.852
1020536966,0.939,0.971,0.948,0.285
1020536967,0.684,0.835,0.729,0.0
1020536968,0.896,0.936,0.888,0.0
1020576909,0.277,0.976,0.561,0.166
1020576910,0.736,0.794,0.758,0.614
1020786234,0.715,0.824,0.779,0.466
1020857164,0.817,0.877,0.783,0.357
1021056550,0.725,0.831,0.823,0.706
1021056551,0.899,0.95,0.924,0.624
1021056552,0.877,0.948,0.912,0.703
1021056554,0.785,0.727,0.366,0.138
1021056555,0.867,0.873,0.817,0.561
1021056556,0.709,0.736,0.573,0.244
1021056557,0.5,0.56,0.566,0.341
1021111817,0.87,0.932,0.895,0.498
1021111818,0.576,0.706,0.678,0.46
1021111819,0.561,0.595,0.581,0.27
1021139473,0.648,0.793,0.777,0.706
1021139474,0.506,0.61,0.612,0.529
1021139475,0.31,0.468,0.47,0.378
1021139476,0.383,0.521,0.536,0.44
1021139477,0.596,0.807,0.412,0.07
1021139478,0.781,0.836,0.797,0.527
102117170,0.037,0.037,0.0,0.0
102117196,0.001,0.001,0.002,0.0
102117286,0.432,0.581,0.096,0.0
1021174480,0.533,0.654,0.62,0.349
1021181654,0.867,0.926,0.916,0.749
1021197806,0.418,0.455,0.052,0.821
1021198239,0.618,0.717,0.768,0.564
1021287031,0.0,0.0,0.0,0.0
1021287077,0.571,0.663,0.625,0.158
1021287163,0.426,0.868,0.161,0.023
1021415503,0.813,0.918,0.842,0.421
102142640,0.659,0.718,0.669,0.468
102142641,0.942,0.986,0.953,0.881
102142642,0.992,0.997,0.996,0.907
1021431491,0.875,0.885,0.849,0.732
102148989,0.092,0.291,0.057,0.0
102150017,0.538,1.0,0.934,0.374
102150028,0.394,0.734,0.457,0.223
102150033,0.562,0.959,0.959,0.151
102153825,0.611,0.741,0.657,0.234
1021933974,0.202,0.484,0.077,0.012
1021933975,0.571,0.286,0.0,0.0
1021933976,0.308,0.231,0.0,0.0
1021933977,0.552,0.793,0.517,0.0
1021933978,0.0,0.75,0.75,0.062
1021933979,0.289,1.0,0.978,0.4
1021933980,0.6,0.689,0.867,0.622
1021933981,0.366,0.423,0.718,0.359
1021933982,0.0,0.282,0.38,0.347
1021933983,0.08,0.335,0.164,0.003
1021933984,0.0,0.0,0.0,0.0
1021933985,0.341,0.366,0.293,0.0
1021933986,0.049,0.341,0.512,0.0
1021933987,0.0,0.421,0.316,0.053
1021933988,0.0,0.452,0.31,0.119
1021933989,0.168,0.656,0.208,0.192
1021933990,0.022,0.133,0.422,0.0
1021933991,0.013,0.013,0.08,0.0
