id,morning,noon,afternoon,evening
184132368,0.011,0.038,0.009,0.0
184132369,0.0,0.013,0.054,0.058
184132370,,,,
184132371,,,,
184132374,0.442,0.195,0.0,0.0
184132375,0.213,0.39,0.393,0.062
184132378,,,,
184132380,0.021,0.051,0.016,0.0
184132381,,,,
184132382,0.002,0.087,0.015,0.0
184132388,0.0,0.019,0.039,0.0
184132389,0.241,0.632,0.36,0.161
184132391,0.004,0.043,0.0,0.0
184132392,0.023,0.121,0.0,0.0
184132393,0.379,0.159,0.017,0.0
184132394,0.097,0.204,0.161,0.018
184132395,0.061,0.256,0.076,0.0
184132396,0.208,0.154,0.064,0.02
184132398,,,,
184132399,0.0,0.0,0.0,0.0
184132400,0.0,0.0,0.026,0.0
184132454,0.0,0.045,0.0,0.0
184132467,,,,
184132472,,,,
184132490,,,,
184132499,,,,
184132504,,,,
184132509,,,,
184132510,0.0,0.009,0.0,0.0
184132524,,,,
184132535,,,,
184132570,0.001,0.071,0.046,0.0
184132578,0.011,0.064,0.0,0.0
184132588,0.013,0.097,0.0,0.0
184132590,0.009,0.083,0.0,0.0
184485697,,,,
184485698,,,,
184485699,,,,
184485700,,,,
184485701,,,,
184485702,,,,
184494994,,,,
184494995,,,,
184494996,,,,
184582415,0.072,0.773,0.29,0.046
184725322,0.27,0.771,0.558,0.213
184792507,0.0,0.0,0.0,0.0
185145033,0.773,0.893,0.943,0.926
185156593,0.0,0.009,0.0,0.0
185949580,0.608,0.654,0.608,0.192
186119208,,,,
186119215,,,,
186120645,,,,
186122286,0.045,0.166,0.257,0.036
186122287,,,,
186122288,0.0,0.066,0.12,0.003
186123087,,,,
186230947,0.0,0.0,0.0,0.0
186231848,0.147,0.679,0.578,0.013
186236057,0.012,0.06,0.012,0.0
186262436,0.02,0.257,0.075,0.011
186264720,0.164,0.332,0.242,0.0
186264721,0.033,0.11,0.064,0.0
186264722,0.0,0.0,0.0,0.0
186264723,0.367,0.869,0.852,0.311
186264724,0.005,0.484,0.152,0.0
186264725,0.0,0.1,0.046,0.0
186264726,0.706,0.897,0.859,0.462
186264727,0.527,0.661,0.62,0.561
186264728,0.069,0.117,0.102,0.032
186264729,0.422,0.931,0.861,0.302
186264730,0.003,0.03,0.015,0.0
186771079,0.509,0.842,0.848,0.218
186799257,0.742,0.994,1.0,0.836
186799259,0.425,0.666,0.672,0.273
186799260,0.738,0.903,0.809,0.54
186799261,0.806,0.935,0.877,0.003
186806267,0.629,0.749,0.758,0.735
186806268,0.866,0.955,0.885,0.611
186806269,0.991,0.998,0.998,0.942
186806270,0.531,0.862,0.614,0.076
186806271,0.936,0.948,0.923,0.764
186806272,0.75,0.861,0.864,0.466
186806273,0.998,0.998,0.998,0.933
186806274,0.136,0.396,0.314,0.323
186806275,0.864,0.939,0.877,0.675
186806276,0.584,0.746,0.664,0.417
186806605,0.0,0.147,0.029,0.0
186806608,0.111,0.111,0.099,0.012
186806609,0.37,0.712,0.562,0.041
186806610,0.353,0.765,0.588,0.206
186907755,0.352,0.491,0.432,0.294
186908226,0.92,0.94,0.815,0.24
187032250,0.858,0.901,0.674,0.079
187032252,0.891,0.878,0.759,0.395
187032254,0.0,0.005,0.0,0.0
187032255,0.088,0.026,0.004,0.0
187032258,0.239,0.607,0.504,0.026
187032260,0.836,0.934,0.934,0.098
187032261,0.349,0.791,0.884,0.558
187032263,1.0,1.0,0.488,0.0
187032264,0.0,0.933,0.866,0.621
187032267,0.0,0.654,0.519,0.019
187032269,0.563,0.584,0.605,0.381
187032279,0.368,0.275,0.092,0.0
187032284,0.0,0.836,0.667,0.203
187032288,0.213,0.253,0.427,0.2
187032292,0.0,0.02,0.0,0.0
187032294,0.0,0.108,0.075,0.037
187032297,0.281,0.421,0.333,0.137
187032301,0.395,0.504,0.456,0.017
187032306,0.279,0.315,0.2,0.158
187032308,0.248,0.495,0.416,0.0
187145001,0.762,0.79,0.761,0.002
187145008,0.743,0.905,0.818,0.547
187145021,0.301,0.865,0.689,0.194
187145022,0.665,0.971,0.967,0.911
188093263,0.05,0.305,0.175,0.008
188093264,0.067,0.128,0.152,0.003
188093265,0.036,0.087,0.085,0.021
188093266,0.123,0.231,0.156,0.01
188093267,0.079,0.199,0.107,0.041
188093268,0.26,0.412,0.362,0.212
188093269,0.405,0.53,0.181,0.0
188093270,0.238,0.312,0.271,0.027
188093271,0.07,0.213,0.199,0.0
188093272,0.021,0.161,0.157,0.107
188093273,0.003,0.089,0.089,0.029
188130178,0.556,0.898,0.905,0.567
188213428,0.0,0.0,0.0,0.0
188213431,0.59,0.921,0.81,0.129
188213432,0.155,0.117,0.043,0.048
188213433,0.077,0.515,0.624,0.0
188213434,0.189,0.349,0.726,0.01
188213435,0.0,0.011,0.009,0.0
18829251,0.0,0.073,0.238,0.189
188439354,0.728,0.627,0.568,0.638
188439355,0.909,0.938,0.968,0.966
188439356,0.475,0.78,0.627,0.017
188439357,0.624,0.817,0.555,0.064
188603000,0.355,0.262,0.271,0.457
188618567,0.903,0.967,0.93,0.783
188618568,0.71,0.843,0.547,0.003
188618570,0.94,0.947,0.917,0.714
188618571,0.586,0.759,0.691,0.629
188618572,0.555,0.701,0.699,0.609
188618577,0.396,0.433,0.323,0.235
188618578,0.941,0.965,0.965,0.507
188764091,,,,
188768355,0.194,0.534,0.396,0.088
188768356,0.01,0.157,0.057,0.0
188768357,0.0,0.003,0.0,0.0
188768358,0.009,0.254,0.351,0.351
188768359,0.533,0.709,0.603,0.121
188770076,0.768,0.651,0.616,0.359
188774741,0.0,0.003,0.0,0.0
188774744,0.0,0.074,0.039,0.0
188774747,0.15,0.159,0.015,0.0
188774752,0.466,0.367,0.483,0.146
188774754,0.032,0.455,0.447,0.3
188774756,0.64,0.641,0.713,0.698
188774764,0.0,0.009,0.024,0.0
188774767,0.008,0.026,0.002,0.0
188774774,0.316,0.691,0.688,0.211
188774775,0.926,0.953,0.791,0.156
188774777,0.124,0.248,0.245,0.248
188774782,0.756,0.782,0.566,0.119
188774784,0.315,0.677,0.637,0.185
188774789,0.198,0.617,0.341,0.024
188774792,0.457,0.617,0.399,0.019
188774794,0.533,0.684,0.587,0.302
188774796,0.389,0.624,0.511,0.0
188774798,0.311,0.505,0.806,0.398
188774804,0.0,0.024,0.001,0.0
188774808,0.011,0.206,0.085,0.008
188774818,0.0,0.01,0.007,0.0
188774824,0.0,0.018,0.027,0.0
188774835,0.119,0.422,0.363,0.004
188779300,0.467,0.62,0.377,0.014
188779305,0.941,0.921,0.139,0.0
188779308,0.0,0.0,0.0,0.0
188779314,0.631,0.665,0.515,0.0
188779317,0.0,0.0,0.0,0.0
188779319,0.0,0.0,0.0,0.0
188779322,0.58,0.701,0.614,0.467
188779327,0.0,0.001,0.0,0.0
188779328,0.893,0.908,0.858,0.536
188779330,0.02,0.013,0.0,0.0
188786241,0.397,0.544,0.455,0.15
188786251,0.345,0.625,0.886,0.191
188786261,0.418,0.643,0.491,0.091
188786276,0.406,0.613,0.476,0.089
188863356,0.517,0.588,0.652,0.523
188863357,0.608,0.823,0.735,0.526
188863358,0.099,0.783,0.581,0.148
188863359,0.421,0.868,0.856,0.353
188954341,0.937,0.983,0.899,0.143
189027833,0.976,1.0,0.951,0.244
189027834,1.0,1.0,0.941,0.294
189027835,0.978,1.0,0.911,0.2
189048849,,,,
189054349,,,,
189054350,0.089,0.0,0.0,0.0
189054352,0.0,0.0,0.0,0.0
189054354,0.719,0.958,0.948,0.0
189054355,0.0,0.007,0.013,0.0
189054356,0.03,0.18,0.003,0.0
189054358,,,,
189054359,0.438,0.87,0.425,0.0
189054360,,,,
189054362,0.036,0.0,0.0,0.0
189054363,0.044,0.068,0.014,0.0
189054365,0.048,0.171,0.045,0.0
189054366,0.043,0.307,0.274,0.041
189054367,0.158,0.581,0.565,0.0
189054368,,,,
189054370,,,,
189054372,0.0,0.0,0.0,0.0
189054373,,,,
189054374,0.0,0.183,0.029,0.0
189054375,0.055,0.114,0.117,0.013
189054377,,,,
189054378,0.0,0.36,0.762,0.831
189054379,0.003,0.033,0.012,0.0
189054380,,,,
189059739,0.532,0.723,0.482,0.08
189059740,0.955,0.994,0.992,0.937
189059741,0.008,0.013,0.0,0.0
189059744,0.287,0.895,0.943,0.62
189059746,0.004,0.053,0.035,0.007
189059748,0.0,0.071,0.103,0.0
189059749,0.0,0.049,0.0,0.0
189059750,0.034,0.475,0.525,0.282
189059751,0.992,1.0,1.0,0.975
189059753,0.0,0.019,0.003,0.0
189059754,0.637,0.85,0.819,0.569
189059755,0.009,0.028,0.012,0.001
189059756,0.02,0.011,0.001,0.0
189059757,0.052,0.056,0.025,0.007
189059759,0.268,0.656,0.094,0.0
189059760,0.0,0.15,0.135,0.027
189059761,0.042,0.17,0.139,0.052
189059762,0.0,0.012,0.007,0.0
189059763,0.0,0.145,0.019,0.0
189059765,0.0,0.0,0.0,0.0
189180869,0.292,0.378,0.22,0.074
189180875,0.0,0.046,0.029,0.003
189180878,0.0,0.002,0.011,0.0
189180881,0.0,0.247,0.372,0.067
189215603,0.0,0.0,0.0,0.0
189322317,0.897,0.951,0.951,0.794
189528533,0.0,0.173,0.095,0.008
189528534,0.0,0.117,0.0,0.0
189530112,0.698,0.757,0.715,0.498
189530113,0.0,0.0,0.0,0.0
189531511,,,,
189531514,,,,
189531515,,,,
189532361,,,,
189532362,,,,
189679928,,,,
189680220,0.011,0.036,0.003,0.0
189680221,0.0,0.105,0.0,0.0
189931731,0.01,0.164,0.041,0.0
190276386,0.58,0.717,0.629,0.235
190276387,0.757,0.967,0.908,0.555
190276392,0.775,0.877,0.827,0.201
190276393,0.739,0.828,0.786,0.466
190276394,0.726,0.791,0.708,0.015
190276397,0.0,0.334,0.315,0.142
190278803,0.074,1.0,0.87,0.843
190278804,0.43,0.86,0.752,0.53
190808913,0.99,1.0,1.0,1.0
190808916,0.957,0.978,0.98,0.783
190809833,0.984,0.974,0.99,0.968
190896329,,,,
190896575,0.0,0.0,0.0,0.0
190908877,,,,
190908879,,,,
190908880,,,,
191084128,,,,
191084129,,,,
191084133,,,,
191084134,,,,
191084437,,,,
191139655,0.914,0.93,0.911,0.812
191139656,0.794,0.794,0.802,0.437
191139657,0.918,0.93,0.913,0.791
191139658,0.93,0.96,0.932,0.697
191139659,0.875,0.897,0.891,0.826
191139660,0.628,0.667,0.663,0.545
191139661,0.836,0.853,0.841,0.7
191152445,0.239,0.54,0.369,0.08
191152446,0.418,0.668,0.697,0.393
191200245,0.0,0.043,0.0,0.0
191201962,0.0,0.0,0.0,0.0
191201963,0.0,0.145,0.0,0.0
191201964,0.0,0.265,0.0,0.0
191201965,0.0,0.0,0.37,0.0
191201966,0.381,0.41,0.392,0.0
191209778,0.179,0.038,0.082,0.058
191212309,0.034,0.1,0.4,0.0
191227960,0.407,0.932,0.508,0.0
191227961,0.568,0.892,0.0,0.0
191280297,0.96,0.97,0.881,0.673
191303987,0.774,0.823,0.769,0.484
191303988,0.742,0.812,0.718,0.593
191303991,0.558,0.67,0.643,0.494
191303992,0.973,1.0,0.986,0.939
191303993,0.85,0.913,0.897,0.792
191303994,0.972,0.979,0.954,0.847
191303995,0.76,0.825,0.764,0.599
191303996,0.991,0.998,0.995,0.934
191309973,0.0,0.548,0.387,0.0
191309974,0.0,0.0,0.0,0.0
191309975,0.842,0.895,0.86,0.035
191309976,0.9,0.922,0.844,0.267
19165229,0.617,0.659,0.578,0.349
19165237,0.474,0.519,0.487,0.281
191693556,0.163,0.423,0.423,0.309
191911627,0.464,0.531,0.498,0.211
191911696,0.711,0.83,0.678,0.234
191911697,0.725,0.762,0.709,0.348
191911698,0.398,0.438,0.089,0.0
191923759,0.781,0.877,0.83,0.427
191923760,0.574,0.611,0.574,0.227
191923761,0.691,0.783,0.774,0.587
191923762,0.826,0.894,0.91,0.783
191923763,0.846,0.936,0.92,0.518
191923764,0.696,0.881,0.847,0.471
191923765,0.784,0.922,0.829,0.447
192012501,,,,
192057909,0.905,0.998,0.998,0.738
192073535,,,,
192073536,,,,
192076454,0.059,0.113,0.038,0.015
192156192,0.696,0.783,0.565,0.443
192158006,,,,
192197715,0.01,0.026,0.019,0.015
192197719,0.008,0.264,0.259,0.065
192197727,0.0,0.0,0.005,0.0
192197733,0.0,0.003,0.013,0.003
192197736,0.0,0.0,0.0,0.0
192517620,0.169,0.916,0.449,0.112
192557364,0.487,0.522,0.478,0.0
192557365,0.1,0.2,0.05,0.0
192557366,0.279,0.306,0.243,0.0
192557367,0.0,0.0,0.0,0.0
192557368,0.687,0.904,0.583,0.0
192557369,0.359,0.479,0.462,0.0
192557370,0.097,0.291,0.175,0.0
192557371,0.348,0.4,0.426,0.043
192557372,0.014,0.597,0.069,0.0
192557373,0.606,0.697,0.576,0.101
192557374,0.609,0.67,0.574,0.0
192557375,0.0,0.1,0.017,0.0
192557376,0.0,0.0,0.0,0.0
192557377,0.347,0.403,0.556,0.292
192557378,0.169,0.308,0.077,0.0
192557379,0.0,0.007,0.007,0.0
192557380,0.119,0.102,0.0,0.0
192557381,0.05,0.208,0.089,0.0
192557382,0.08,0.25,0.05,0.0
192557383,0.687,0.845,0.68,0.324
192557384,0.0,0.13,0.035,0.0
192606544,0.564,0.604,0.588,0.53
192606545,0.245,0.456,0.238,0.063
192699218,0.88,0.922,0.916,0.787
192699220,0.941,0.986,0.971,0.698
192699223,0.872,0.976,0.42,0.092
192699226,0.867,0.861,0.699,0.247
192699228,0.953,0.994,0.992,0.855
192702166,1.0,1.0,1.0,0.877
192702167,1.0,1.0,1.0,0.904
192725889,0.0,0.0,0.0,0.0
193059830,0.0,0.0,0.0,0.0
193141894,0.984,1.0,0.99,0.908
193141895,0.855,0.894,0.896,0.749
193141896,0.984,1.0,0.993,0.801
193141897,0.744,0.988,0.989,0.902
193141898,0.9,0.979,0.935,0.578
193141899,0.887,0.92,0.921,0.802
193141900,0.314,0.402,0.377,0.333
193141901,0.847,0.859,0.852,0.216
193141903,0.716,0.775,0.757,0.69
193148638,0.702,0.698,0.783,0.796
193148639,0.796,0.826,0.795,0.657
193289738,0.767,0.836,0.747,0.61
193289764,0.339,0.694,0.516,0.032
193546513,0.801,0.811,0.755,0.649
193549998,0.978,0.961,0.939,0.83
193549999,0.97,0.96,0.946,0.852
193550000,0.852,0.993,0.972,0.657
193562332,0.993,0.997,0.99,0.929
193576313,0.813,0.743,0.751,0.477
193576316,1.0,1.0,1.0,0.808
193576317,0.954,0.963,0.871,0.255
193576320,0.569,0.707,0.686,0.509
193576322,0.807,0.76,0.531,0.115
193576324,1.0,1.0,0.931,0.1
193589868,0.537,1.0,0.982,0.598
193589869,0.98,0.98,0.943,0.812
193589870,0.45,0.661,0.624,0.633
193590387,0.259,0.453,0.409,0.22
193591726,0.433,0.564,0.37,0.054
193617601,0.014,0.662,0.899,0.0
193844032,0.4,0.539,0.496,0.211
194092278,0.671,0.879,0.896,0.304
194092284,0.041,0.133,0.108,0.035
194092286,0.741,0.778,0.296,0.037
194092287,0.0,0.836,0.818,0.018
194092288,0.196,0.457,0.489,0.207
194092289,0.75,0.714,0.429,0.071
194092290,0.616,0.5,0.081,0.0
194092291,0.0,0.39,0.407,0.008
194092292,0.026,0.105,0.102,0.028
194092296,0.242,0.488,0.385,0.04
194190824,0.0,0.0,0.0,0.0
194350743,0.588,0.91,0.898,0.434
194471183,0.675,0.784,0.753,0.575
194487038,0.814,0.921,0.884,0.78
194487040,0.53,0.569,0.629,0.321
194487041,0.92,0.98,0.947,0.87
194539363,0.675,0.838,0.784,0.685
194539367,0.874,0.928,0.902,0.588
194539371,0.772,0.645,0.807,0.081
194539374,0.41,0.677,0.584,0.03
194539376,0.4,0.684,0.705,0.147
194539379,0.566,0.665,0.595,0.331
194539386,0.572,0.774,0.726,0.007
194539389,0.892,0.951,0.931,0.729
194539393,0.966,0.976,0.959,0.353
194539397,0.564,0.755,0.539,0.241
194539401,0.097,0.329,0.523,0.045
194553934,0.069,0.292,0.147,0.003
194553935,0.309,0.529,0.53,0.246
194553936,0.067,0.298,0.208,0.009
194553937,0.299,0.608,0.598,0.186
194553938,0.058,0.372,0.399,0.009
194553939,0.365,0.75,0.404,0.0
194553941,0.44,0.813,0.36,0.0
194553942,0.475,0.53,0.597,0.208
194553943,0.318,0.574,0.291,0.112
194553944,0.299,0.601,0.208,0.0
194553945,0.0,0.093,0.059,0.0
194553947,0.393,0.519,0.237,0.152
194553949,0.74,0.714,0.753,0.344
194557550,0.315,0.536,0.525,0.0
194561642,0.557,0.751,0.633,0.134
194561643,0.437,0.656,0.536,0.103
194561644,0.515,0.656,0.647,0.32
194561645,0.33,0.284,0.179,0.178
194937184,0.0,0.187,0.0,0.0
195207809,,,,
195218563,0.466,0.72,0.476,0.216
195218564,0.14,0.807,0.561,0.0
195218565,0.016,0.557,0.306,0.005
195218566,0.0,0.037,0.048,0.0
195218567,0.064,0.312,0.379,0.001
195218568,0.0,0.333,0.286,0.01
195218569,0.026,0.398,0.143,0.0
195231314,0.56,0.649,0.284,0.005
195292740,,,,
195292741,,,,
195292742,,,,
195292743,,,,
195292744,,,,
195292745,,,,
195292746,,,,
195292747,,,,
195340313,,,,
195340314,,,,
195340315,,,,
195578547,0.013,0.795,0.718,0.0
195604778,0.467,0.566,0.428,0.147
195607125,0.997,0.994,0.985,0.545
195645386,0.0,0.0,0.0,0.0
195645387,0.0,0.0,0.0,0.0
195664018,0.175,0.695,0.778,0.04
195664019,0.003,0.309,0.366,0.0
195664020,0.722,0.593,0.0,0.0
195664021,0.158,0.737,0.842,0.237
195664022,0.188,0.0,0.896,0.875
195664023,0.553,0.194,0.893,0.893
195664024,0.3,0.58,0.26,0.0
195664025,1.0,0.917,1.0,0.944
195664026,0.0,0.167,0.083,0.0
195664027,0.0,0.155,0.483,0.672
195664028,0.955,0.364,1.0,0.955
195664029,0.025,0.582,0.861,0.646
195664030,0.091,0.909,0.909,0.0
195664031,0.197,0.606,0.69,0.113
195664032,0.568,0.448,0.808,0.696
195664033,0.0,0.707,0.96,0.4
195664035,0.136,0.0,0.659,0.432
195664037,0.109,0.761,0.848,0.413
195664038,0.673,0.714,0.449,0.0
195664039,0.265,0.676,0.794,0.0
195664040,0.476,0.637,0.435,0.0
195664041,0.157,0.029,0.329,0.2
195664042,0.543,0.739,0.217,0.174
195664043,0.075,0.858,0.792,0.1
195664044,0.706,0.824,0.725,0.0
195664045,0.0,0.068,0.152,0.154
195664046,0.0,0.0,0.0,0.0
195664047,0.151,0.616,0.5,0.012
195664048,0.347,0.841,0.971,0.094
195664049,0.048,0.074,0.064,0.08
195664050,0.289,0.533,0.511,0.0
195664051,0.25,0.421,0.396,0.359
195664052,0.61,0.749,0.882,0.466
195664053,0.234,0.155,0.022,0.0
195664054,0.855,0.45,0.257,0.0
195664055,0.622,0.886,0.796,0.387
196019746,,,,
196019747,,,,
196020978,,,,
196020979,,,,
196021382,0.006,0.044,0.036,0.009
196021383,0.0,0.381,0.0,0.0
196092744,0.376,0.574,0.406,0.257
196120645,0.922,0.959,0.889,0.599
196286444,0.32,0.707,0.667,0.225
196635631,0.813,0.926,0.881,0.573
196635632,0.782,0.885,0.879,0.673
196635633,0.857,0.91,0.847,0.493
196635634,0.78,0.879,0.859,0.71
196635635,0.768,0.886,0.836,0.505
196638399,0.89,0.957,0.948,0.831
196959619,0.426,0.608,0.457,0.217
196960840,1.0,1.0,1.0,0.881
196960841,0.894,0.937,0.91,0.754
196961967,0.803,0.843,0.835,0.468
196961968,0.701,0.725,0.684,0.596
196961969,0.719,0.796,0.809,0.637
196961970,0.747,0.839,0.835,0.569
196963183,0.238,0.406,0.611,0.151
196963184,0.667,0.902,0.783,0.202
196964763,0.595,0.87,0.852,0.712
196964764,0.6,0.926,0.793,0.021
196964766,0.598,0.736,0.885,0.433
196965022,0.673,0.706,0.688,0.373
196965027,0.755,0.897,0.895,0.663
196965029,0.771,0.796,0.772,0.403
196965032,0.75,0.78,0.772,0.456
196966969,0.876,0.908,0.928,0.881
196966970,0.962,0.965,0.966,0.96
196966975,0.73,0.799,0.773,0.626
196966979,0.868,0.93,0.884,0.13
196966990,0.966,0.978,0.985,0.963
196966991,0.846,0.871,0.855,0.759
196966992,0.952,0.963,0.975,0.954
196966993,0.91,0.938,0.959,0.917
196966994,0.807,0.888,0.932,0.875
196966995,0.854,0.868,0.872,0.812
196966996,0.929,0.944,0.963,0.934
196966997,0.927,0.959,0.972,0.938
196966998,0.945,0.961,0.973,0.944
196966999,0.927,0.949,0.966,0.933
196967000,0.89,0.921,0.95,0.919
196967001,0.854,0.913,0.943,0.889
196967002,0.906,0.922,0.932,0.876
196967003,0.951,0.962,0.976,0.95
196967004,0.9,0.94,0.91,0.347
196967005,0.901,0.923,0.942,0.908
196967006,0.824,0.876,0.882,0.785
196967007,0.881,0.908,0.924,0.855
196967008,0.881,0.907,0.939,0.881
196967009,0.915,0.939,0.96,0.915
196967010,0.872,0.906,0.94,0.882
196967011,0.761,0.831,0.84,0.748
196967013,0.933,0.948,0.964,0.938
196967014,0.888,0.933,0.957,0.915
196967016,0.937,0.948,0.95,0.91
196967017,0.96,0.97,0.982,0.964
196967019,0.855,0.907,0.912,0.865
196967020,0.894,0.926,0.951,0.894
196967021,0.882,0.922,0.919,0.853
196967022,0.813,0.868,0.878,0.806
196967023,0.908,0.927,0.953,0.913
196967024,0.889,0.899,0.903,0.893
196967025,0.805,0.834,0.838,0.748
196967028,0.814,0.847,0.829,0.714
196967083,0.704,0.798,0.766,0.461
196967325,0.139,0.104,0.035,0.113
196967329,0.627,0.857,0.818,0.54
196967650,0.808,0.8,0.816,0.757
196968251,0.788,0.843,0.827,0.641
196968677,0.728,0.755,0.712,0.559
196969026,0.513,0.619,0.597,0.395
197007995,0.0,0.0,0.367,0.327
197007996,0.669,0.804,0.671,0.466
197007997,0.429,0.751,0.806,0.615
197011986,0.863,0.941,0.902,0.627
197011987,0.947,1.0,0.974,0.816
197011988,0.987,0.974,0.718,0.359
197011990,0.873,0.896,0.787,0.259
197011992,0.989,1.0,0.989,0.892
197011993,0.769,0.938,0.942,0.938
197028674,0.691,0.895,0.872,0.369
197028677,0.798,0.889,0.826,0.527
197028680,0.398,0.687,0.573,0.25
197028684,0.464,0.857,0.682,0.237
197028688,0.602,0.769,0.426,0.0
197028694,0.928,0.95,0.937,0.652
197028695,0.976,1.0,0.981,0.291
197028698,0.599,0.779,0.558,0.078
197432525,0.797,0.919,0.838,0.297
197688843,0.0,0.0,0.0,0.0
197706394,0.108,0.367,0.407,0.318
198057100,0.362,0.882,0.898,0.339
198379205,0.924,0.977,0.967,0.884
198381972,0.516,0.484,0.335,0.153
198386972,0.715,0.748,0.616,0.221
198387223,,,,
198387224,,,,
198387225,,,,
198517911,0.084,0.114,0.097,0.039
199205133,0.828,0.878,0.836,0.496
199205136,0.664,0.751,0.702,0.394
199205140,0.734,0.76,0.692,0.162
199205143,0.714,0.756,0.751,0.517
199221195,0.41,0.787,0.761,0.403
199224134,0.828,0.888,0.797,0.441
199227350,0.205,0.313,0.277,0.096
199227648,0.781,0.839,0.496,0.095
199230546,0.455,0.791,0.454,0.0
199324588,0.418,0.691,0.549,0.095
199510759,0.341,0.458,0.401,0.0
199512395,0.723,0.848,0.431,0.0
199512401,0.471,0.753,0.363,0.001
199512403,0.178,0.902,0.825,0.451
199518462,0.374,0.933,0.252,0.019
199524569,0.347,0.646,0.667,0.634
199524570,0.863,0.868,0.744,0.581
199682371,0.77,0.827,0.788,0.624
199695418,0.887,0.902,0.811,0.438
199696908,0.68,0.835,0.794,0.628
199751146,0.0,0.0,0.06,0.0
199781135,0.753,0.765,0.744,0.294
199781136,0.065,0.217,0.0,0.0
199781137,0.048,0.095,0.0,0.0
199781138,0.01,0.0,0.0,0.0
199781157,0.0,0.0,0.0,0.0
199833196,,,,
199833236,0.312,0.764,0.741,0.628
199833237,,,,
199833238,,,,
199833239,0.539,0.67,0.643,0.36
199833240,0.761,0.812,0.693,0.028
199833241,,,,
199833242,,,,
199833243,,,,
199836304,0.035,0.505,0.4,0.03
199845915,0.452,0.524,0.643,0.595
199845917,0.811,0.942,0.384,0.021
199845920,0.068,0.091,0.068,0.0
199845923,0.264,0.436,0.518,0.073
199860310,0.547,0.731,0.584,0.132
199860311,0.834,0.854,0.764,0.24
199860312,0.795,0.88,0.818,0.264
199860313,0.507,0.607,0.533,0.154
199860314,0.934,0.978,0.967,0.199
199860315,0.96,1.0,0.903,0.355
199860316,0.61,0.601,0.518,0.211
200088594,,,,
200088595,,,,
200088596,,,,
200088600,,,,
200088602,,,,
200088603,,,,
200088604,,,,
200088605,,,,
200088607,,,,
200288395,0.407,0.551,0.502,0.254
200535837,0.688,0.744,0.48,0.123
200535838,0.929,0.967,0.987,0.954
200535839,0.946,0.997,0.99,0.668
200535840,0.904,0.984,0.984,0.688
200535841,0.993,1.0,1.0,0.968
200535842,1.0,0.981,0.984,0.938
200583367,0.005,0.018,0.005,0.0
200584067,0.894,0.9,0.872,0.667
200830937,0.645,0.802,0.742,0.275
200835555,0.636,0.739,0.574,0.074
200856847,0.514,0.497,0.81,0.0
200856848,0.691,0.815,0.753,0.235
200860212,1.0,0.997,1.0,0.986
200860214,0.026,0.0,0.0,0.0
200860215,0.956,0.961,0.967,0.988
200860219,,,,
200860220,0.391,0.591,0.536,0.326
200860222,,,,
200860232,0.904,0.902,0.82,0.691
200862079,,,,
200862080,,,,
200862081,0.563,0.601,0.555,0.452
200862083,,,,
200862086,,,,
200862087,0.504,0.781,0.798,0.502
200862089,0.434,0.969,0.977,0.775
200862092,,,,
200886608,0.975,0.999,0.99,0.869
201326150,0.536,0.616,0.56,0.113
201377173,0.994,0.997,0.973,0.91
201380353,0.855,0.964,0.964,0.411
201437220,0.492,0.744,0.618,0.268
201437221,0.65,0.775,0.803,0.35
201637153,0.0,0.033,0.014,0.0
201657436,0.279,0.441,0.251,0.007
201735697,0.714,0.777,0.625,0.04
201735698,0.854,0.916,0.859,0.694
201735699,0.893,0.917,0.88,0.561
201762522,0.0,0.0,0.0,0.0
201801940,0.913,0.936,0.931,0.833
201817038,0.522,0.641,0.622,0.454
201818335,0.506,0.626,0.542,0.259
201857188,0.458,0.712,0.641,0.333
202162593,0.173,0.769,0.706,0.2
202759077,0.61,0.685,0.652,0.43
202759893,0.995,1.0,1.0,1.0
202763324,0.917,0.952,0.931,0.822
202763325,0.984,0.993,0.989,0.934
202763326,0.972,0.985,0.976,0.936
202763333,0.967,0.998,0.993,0.945
202763338,0.994,1.0,1.0,0.987
202780255,0.015,0.167,0.111,0.036
202882305,0.0,0.74,0.5,0.0
202882307,0.0,0.045,0.045,0.0
202882309,0.0,0.352,0.311,0.016
203032206,0.0,0.006,0.0,0.0
203155676,0.669,0.734,0.686,0.484
203187479,,,,
203187480,,,,
203187481,,,,
203187482,,,,
203187483,,,,
203535626,0.779,0.827,0.78,0.31
203861193,0.083,0.042,0.042,0.0
203861194,0.257,0.397,0.351,0.096
203861196,0.717,0.817,0.761,0.582
203926037,0.059,0.353,0.309,0.147
203926038,0.178,0.457,0.468,0.011
203926039,0.0,0.433,0.165,0.0
203930675,0.891,0.959,0.873,0.83
203931106,0.865,0.841,0.467,0.099
203932645,0.968,1.0,1.0,0.0
203936757,0.727,0.591,0.455,0.0
203936759,0.946,0.946,0.919,0.0
203936761,0.679,0.643,0.036,0.0
203936762,0.357,0.679,0.393,0.0
203968067,0.348,0.536,0.413,0.115
203968068,0.604,0.704,0.637,0.459
204027959,0.094,0.308,0.767,0.344
204027962,0.855,0.927,0.855,0.727
204031623,1.0,1.0,1.0,0.987
204098606,0.915,0.908,0.915,0.77
204334499,0.221,0.531,0.511,0.3
204334500,0.642,0.693,0.701,0.637
204334507,0.383,0.533,0.43,0.168
