id,170_10,170_13,170_16,170_19
1095171124,0.25,0.45,0.23,0.02
1095174694,0.11,0.1,0.06,0.08
1095174695,0.61,0.63,0.63,0.5
1095174696,0.25,0.56,0.55,0.34
1095174697,0.79,0.88,0.88,0.61
1095174714,0.57,0.59,0.64,0.05
1096378021,0.89,1.0,1.0,0.46
1096378022,1.0,1.0,0.29,0.02
1096499653,0.59,0.6,0.11,0.04
1096499667,0.24,0.23,0.19,0.07
1096499676,0.0,0.21,0.07,0.0
1096499677,0.21,0.44,0.38,0.09
1096716676,0.09,0.52,0.44,0.17
1096718019,0.39,0.56,0.54,0.5
109769263,0.2,0.66,0.59,0.16
1098317488,0.13,0.05,0.0,0.0
1098317856,0.0,0.03,0.53,0.05
1098319985,0.24,0.17,0.14,0.0
1098319986,0.47,0.05,0.0,0.0
1098320478,0.46,0.24,0.33,0.05
1098324098,0.0,0.2,0.05,0.0
1098326472,0.0,0.03,0.0,0.0
1099793392,1.0,1.0,1.0,0.08
1099793393,0.37,0.47,0.35,0.35
1099793394,1.0,1.0,1.0,1.0
1099793395,1.0,1.0,1.0,1.0
1099793396,1.0,1.0,1.0,1.0
1099793397,1.0,1.0,1.0,0.54
1099793398,1.0,1.0,1.0,0.61
1099793399,0.95,0.94,0.74,0.53
1099793400,0.6,0.67,0.6,0.34
1099793401,1.0,1.0,1.0,0.91
1099793402,0.85,0.94,0.95,0.82
1100569542,0.75,0.75,0.73,0.65
1100569543,0.32,0.34,0.32,0.32
1100569544,0.86,0.94,0.96,0.96
1100821752,0.27,0.67,0.43,0.07
1100821753,0.51,0.77,0.47,0.04
1102523735,0.84,0.89,0.89,0.85
1102768893,0.41,0.4,0.34,0.28
1102768895,0.38,0.36,0.3,0.26
1103049036,0.37,0.32,0.33,0.29
1103049107,0.16,0.02,0.16,0.09
1103127009,0.77,0.81,0.79,0.73
1103127010,0.81,0.81,0.81,0.78
1103127011,0.06,0.07,0.03,0.0
1103127012,0.98,0.98,0.98,0.87
1103127013,0.95,0.98,0.98,0.91
1103127014,0.59,0.71,0.73,0.72
1103127015,0.96,0.96,0.95,0.85
1103127016,0.83,0.94,0.96,0.8
1103127017,0.78,0.86,0.81,0.68
1103127018,0.43,0.58,0.47,0.13
1103127019,0.56,0.66,0.62,0.32
1103127020,0.87,0.9,0.9,0.84
1103127021,0.88,0.91,0.92,0.86
1103127022,0.58,0.69,0.62,0.31
1103127023,0.97,0.97,0.97,0.95
1103127024,0.98,0.98,0.98,0.95
1103127025,0.42,0.42,0.42,0.41
1103127026,0.01,0.02,0.02,0.01
1103127028,0.74,0.87,0.87,0.69
1103127029,0.87,0.89,0.89,0.75
1103127030,0.46,0.46,0.42,0.35
1103210083,0.0,0.0,0.0,0.0
1103210097,0.1,0.12,0.02,0.09
1103457178,0.52,0.55,0.59,0.62
1103457179,0.02,0.03,0.02,0.0
1103764483,0.53,0.74,0.54,0.09
1103764484,0.7,0.82,0.61,0.15
1103764485,0.49,0.72,0.55,0.23
1103798635,0.35,0.72,0.81,0.51
1103798636,0.27,0.4,0.45,0.14
1103798638,0.48,0.76,0.46,0.07
1103798646,0.99,0.74,0.15,0.0
1103880154,0.99,0.99,0.98,0.89
1103882905,0.9,0.99,0.82,0.42
1103913138,0.96,0.97,0.98,0.75
1103913139,0.77,0.92,1.0,0.97
1104512441,1.0,1.0,1.0,1.0
1104512442,1.0,1.0,1.0,1.0
1104512443,1.0,1.0,1.0,1.0
1104512444,1.0,1.0,1.0,0.99
1104512445,1.0,1.0,1.0,1.0
1104512446,1.0,1.0,1.0,1.0
1104512447,1.0,1.0,1.0,0.89
1104512448,1.0,1.0,1.0,0.92
1104512449,1.0,1.0,1.0,1.0
1104512450,1.0,1.0,1.0,1.0
1104512451,1.0,1.0,1.0,1.0
1104512452,1.0,1.0,1.0,1.0
1104512453,1.0,1.0,1.0,0.98
1104512454,1.0,1.0,1.0,1.0
1104512455,1.0,1.0,1.0,0.99
1104599638,1.0,1.0,1.0,1.0
1104778365,0.83,0.83,0.8,0.66
1104778366,1.0,1.0,1.0,1.0
1104778367,0.95,0.95,0.94,0.86
1104866636,0.7,0.88,0.83,0.33
1106437393,0.23,0.47,0.38,0.22
110768586,0.97,1.0,1.0,1.0
1108830890,0.02,0.37,0.37,0.35
110910965,0.27,0.54,0.53,0.5
1111732757,0.84,0.83,0.74,0.69
1111732758,0.38,0.46,0.66,0.38
1111732759,0.49,0.67,0.43,0.0
111185050,0.91,0.93,0.87,0.4
1113184403,0.88,0.88,0.28,0.0
1113184404,0.5,0.69,0.58,0.03
1113184409,0.95,0.75,0.77,0.1
1113184413,1.0,1.0,1.0,0.97
1113184414,0.83,0.75,0.6,0.61
1113184415,0.82,0.77,0.57,0.0
1113184416,0.87,0.83,0.65,0.04
1113184417,0.72,0.83,0.71,0.48
1113184418,0.63,0.63,0.55,0.51
1113184419,0.15,0.41,0.09,0.0
1113184420,0.28,0.47,0.37,0.01
1113184422,0.31,0.34,0.16,0.01
1113184439,0.69,0.95,0.96,0.96
1113184444,0.57,0.63,0.56,0.31
1113184445,0.98,0.98,0.98,0.96
1113184446,0.98,0.99,0.99,0.99
1113756242,0.61,0.93,0.94,0.94
1113756243,0.49,0.74,0.76,0.76
1113756244,1.0,1.0,1.0,1.0
1113756245,0.79,0.85,0.85,0.53
1113756246,0.43,0.5,0.44,0.35
1113756248,0.78,0.83,0.63,0.46
1113756249,0.54,0.64,0.63,0.45
1113756250,0.37,0.58,0.52,0.18
1113756251,0.52,0.65,0.6,0.41
1113756252,0.56,0.72,0.6,0.52
1113758345,0.38,0.44,0.53,0.59
1113758698,1.0,1.0,1.0,0.29
1113758699,0.96,0.96,0.96,0.66
1113758700,1.0,1.0,1.0,0.92
1113758701,0.43,0.48,0.48,0.38
1113758702,1.0,1.0,0.96,0.29
111403222,0.97,1.0,1.0,0.97
111403224,1.0,1.0,1.0,0.99
111403226,1.0,1.0,1.0,1.0
111403231,1.0,1.0,1.0,1.0
1116373167,0.74,0.88,0.85,0.68
1116373168,0.54,0.82,0.84,0.62
1116373169,0.98,0.98,1.0,0.6
1116373170,0.72,0.81,0.72,0.7
1116373171,1.0,1.0,0.99,0.69
1116373172,0.86,1.0,1.0,1.0
1116373176,0.22,0.38,0.43,0.11
1116373177,0.39,0.41,0.25,0.01
1116373178,0.31,0.73,0.75,0.63
1116373179,0.73,0.74,0.64,0.59
1116373181,1.0,1.0,0.96,0.76
