id,170_10,170_13,170_16,170_19
143750319,0.85,0.85,0.84,0.8
143750325,0.81,0.89,0.93,0.92
143750532,0.51,0.48,0.26,0.06
143750749,1.0,1.0,1.0,1.0
144250248,0.58,0.58,0.56,0.25
144256698,0.61,0.66,0.69,0.54
144256701,0.23,0.5,0.27,0.01
144259233,0.26,0.48,0.54,0.52
144259235,0.59,0.66,0.58,0.18
145794950,1.0,1.0,1.0,1.0
145794952,1.0,1.0,0.97,0.97
145794954,0.99,0.99,1.0,1.0
145794957,0.24,0.29,0.19,0.02
145794960,1.0,1.0,1.0,1.0
145794961,0.14,0.27,0.32,0.02
145794962,1.0,1.0,1.0,0.99
145794964,0.94,0.97,0.95,0.93
145794965,0.99,0.99,0.97,0.96
147309675,0.93,0.92,0.93,0.69
147444444,0.5,0.96,0.78,0.02
147444445,0.79,0.84,0.55,0.1
147444674,0.5,0.63,0.64,0.6
147444675,0.66,0.93,0.92,0.48
148809420,0.39,0.87,0.56,0.2
148809424,0.47,0.52,0.47,0.24
148809425,0.71,0.73,0.58,0.53
148863049,0.76,0.76,0.75,0.67
150092697,0.2,0.27,0.17,0.1
150092698,0.31,0.47,0.37,0.15
150092699,0.38,0.49,0.37,0.14
150092700,0.47,0.67,0.86,0.89
150092702,0.69,0.95,0.93,0.83
150092703,0.64,0.8,0.83,0.41
150092704,0.24,0.36,0.21,0.01
150976317,0.43,0.46,0.58,0.34
150976530,0.02,0.03,0.0,0.0
150977537,0.24,0.45,0.11,0.01
150979774,0.51,0.71,0.81,0.26
150986920,0.97,0.96,0.96,0.96
150987562,1.0,1.0,1.0,1.0
150990641,0.96,0.97,0.97,0.95
150990644,0.84,0.87,0.85,0.81
150990645,0.88,0.85,0.81,0.8
150990647,0.2,0.27,0.21,0.04
150990649,0.14,0.13,0.13,0.18
150990653,0.97,0.98,0.97,0.97
150990655,0.97,0.99,0.98,0.96
150991093,0.94,0.92,0.88,0.89
150991094,1.0,1.0,1.0,1.0
150991095,1.0,1.0,0.99,0.95
150991097,1.0,1.0,1.0,1.0
150991099,0.96,1.0,1.0,1.0
150991100,1.0,1.0,1.0,1.0
151002573,0.34,0.27,0.25,0.01
151002574,0.27,0.31,0.3,0.07
151002575,0.5,0.32,0.38,0.62
151002576,0.2,0.26,0.21,0.09
151002577,0.3,0.33,0.31,0.12
151607958,0.05,0.21,0.26,0.06
151608646,0.47,0.82,0.69,0.2
151608647,0.04,0.21,0.14,0.08
151608773,0.54,0.57,0.57,0.53
151610512,0.36,0.42,0.47,0.34
151610882,0.52,0.87,0.74,0.17
151610883,0.54,0.64,0.55,0.29
151610884,0.17,0.29,0.25,0.18
151610885,0.03,0.06,0.04,0.03
151610886,0.6,0.75,0.71,0.59
151610887,0.57,0.68,0.62,0.34
151612235,0.15,0.5,0.56,0.37
151612236,0.33,0.34,0.33,0.3
151697302,0.73,0.38,0.4,0.54
152970547,0.58,0.62,0.54,0.45
152970558,0.3,0.42,0.44,0.42
152970559,0.97,0.98,0.98,0.94
152970560,0.4,0.44,0.41,0.22
153165066,0.46,0.51,0.38,0.15
153165070,0.72,0.86,0.82,0.35
153165072,0.47,0.56,0.56,0.52
153165073,0.31,0.47,0.39,0.22
153708698,0.52,0.83,0.87,0.7
153708700,0.1,0.23,0.09,0.07
153753038,0.85,0.95,0.75,0.29
153753039,0.8,0.89,0.97,0.53
153753040,0.73,0.81,0.79,0.78
153753042,0.76,0.87,0.87,0.15
153753043,0.74,0.85,0.85,0.77
153753045,0.64,0.8,0.73,0.2
153753047,0.94,0.98,0.96,0.93
153753048,0.89,0.87,0.83,0.57
153754378,0.58,0.74,0.7,0.2
153824928,0.4,0.76,0.37,0.11
153824929,0.38,0.51,0.49,0.36
153824933,0.54,0.62,0.61,0.46
154519998,0.99,0.98,0.97,0.91
154519999,0.83,0.91,0.68,0.34
154796132,0.85,0.87,0.79,0.49
154796135,0.84,0.85,0.64,0.01
154796142,0.79,0.88,0.88,0.52
154796153,0.24,0.71,0.2,0.01
154796154,1.0,1.0,0.99,0.27
155312927,0.58,0.7,0.67,0.49
155320656,0.2,0.23,0.2,0.25
155320658,0.97,1.0,1.0,0.99
155344370,0.37,0.38,0.38,0.26
155344372,0.31,0.32,0.33,0.25
155363762,0.74,0.93,0.81,0.72
155389603,1.0,1.0,1.0,1.0
156348212,1.0,1.0,1.0,0.98
156838862,1.0,1.0,1.0,1.0
157399456,1.0,1.0,1.0,1.0
157399460,1.0,1.0,1.0,1.0
157458449,0.8,0.87,0.73,0.02
157458459,1.0,1.0,0.99,0.99
157458470,0.23,0.54,0.26,0.12
157458471,0.66,0.74,0.47,0.07
157458474,0.33,0.46,0.41,0.07
157458477,0.15,0.58,0.45,0.1
157458478,0.73,0.77,0.72,0.05
157458480,0.57,0.65,0.63,0.39
157458483,0.27,0.65,0.42,0.12
157522248,0.78,0.7,0.65,0.4
157525724,0.21,0.3,0.2,0.0
157554403,0.0,0.0,0.0,0.0
157554405,0.34,0.35,0.14,0.03
157554406,0.08,0.14,0.0,0.0
157556919,0.32,0.41,0.35,0.2
157556922,0.48,0.49,0.39,0.22
157556924,0.47,0.51,0.43,0.28
157556925,0.08,0.61,0.64,0.22
157556926,0.6,0.92,1.0,0.77
157565439,0.32,0.36,0.32,0.28
157565444,0.0,0.06,0.04,0.0
157565448,0.0,0.05,0.05,0.0
157565451,1.0,1.0,1.0,1.0
157856075,1.0,1.0,1.0,1.0
157945672,0.22,0.31,0.25,0.1
158216859,0.69,0.7,0.76,0.4
158216862,0.78,0.49,0.34,0.52
158216863,0.27,0.37,0.18,0.0
158216867,1.0,1.0,1.0,1.0
158216869,0.97,0.99,0.98,0.94
158216871,1.0,1.0,1.0,1.0
158216872,1.0,1.0,1.0,1.0
158217859,0.34,0.55,0.29,0.15
158219173,0.82,0.91,0.89,0.78
158219180,0.35,0.47,0.5,0.44
158220021,0.7,0.75,0.66,0.36
158221464,0.62,0.69,0.65,0.49
158221465,0.57,0.73,0.7,0.58
158221466,0.88,0.88,0.83,0.53
158225276,0.11,0.4,0.51,0.3
158225280,0.14,0.47,0.41,0.22
158225283,0.65,0.72,0.82,0.09
158225284,0.4,0.6,0.47,0.23
158225286,0.17,0.64,0.27,0.04
158225287,0.19,0.57,0.61,0.0
158225289,0.1,0.24,0.16,0.06
158225291,0.0,0.03,0.0,0.1
158225292,0.19,0.35,0.14,0.12
158225296,0.22,0.07,0.09,0.1
158225298,0.07,0.0,0.0,0.0
158225299,0.59,0.56,0.44,0.15
158225300,0.39,0.88,0.57,0.08
158306947,0.8,0.74,0.7,0.7
158307076,0.22,0.33,0.25,0.24
158307077,0.51,0.65,0.46,0.05
158380327,0.68,0.78,0.79,0.44
158382772,0.72,0.92,0.91,0.64
158434044,0.85,0.86,0.85,0.76
158434049,0.28,0.54,0.43,0.33
159026578,0.96,0.99,0.96,0.8
159362746,1.0,1.0,1.0,1.0
159362751,0.23,0.41,0.23,0.14
159362760,0.71,0.92,0.71,0.28
159362761,1.0,1.0,1.0,1.0
159362769,0.49,0.45,0.05,0.0
159362779,0.91,0.9,0.71,0.4
159362781,1.0,1.0,1.0,1.0
159362784,1.0,1.0,1.0,1.0
159371531,0.12,0.15,0.2,0.16
159371533,0.81,0.91,0.86,0.27
159371536,0.75,0.73,0.78,0.63
159371545,0.84,0.85,0.85,0.84
159371549,0.85,0.84,0.81,0.77
159371558,1.0,1.0,1.0,1.0
159371560,0.79,0.82,0.76,0.41
159371563,0.97,0.97,0.96,0.95
159371564,0.19,0.25,0.39,0.54
159371566,0.5,0.57,0.31,0.06
159371568,0.62,0.94,0.81,0.37
159371570,0.54,0.81,0.67,0.33
159371571,0.5,0.59,0.74,0.33
159371574,0.61,0.84,0.57,0.13
159371576,0.8,0.85,0.82,0.74
159371578,0.31,0.53,0.71,0.42
159371580,0.25,0.6,0.29,0.14
159371583,0.84,0.83,0.83,0.71
159371585,0.89,0.89,0.91,0.73
159371586,0.51,0.73,0.64,0.03
159371587,0.81,0.92,0.66,0.26
159371589,0.88,0.91,0.95,0.89
159371595,0.51,0.6,0.47,0.14
159371596,0.58,0.69,0.48,0.15
159371601,0.51,0.84,0.74,0.21
159371603,0.25,0.67,0.33,0.02
159371605,0.22,0.5,0.32,0.09
159371607,0.5,0.67,0.56,0.18
159371609,0.64,0.79,0.68,0.36
159371610,0.61,0.88,0.88,0.84
159371612,0.21,0.61,0.52,0.14
159371614,0.3,0.45,0.4,0.26
159371615,0.33,0.44,0.42,0.25
159371617,0.79,0.84,0.83,0.64
159371619,0.64,0.68,0.67,0.46
159371620,0.88,0.91,0.94,0.83
159371623,0.84,0.86,0.85,0.65
159371625,0.68,0.76,0.67,0.41
159371626,0.69,0.7,0.71,0.69
159371627,0.62,0.98,0.91,0.46
159371629,0.46,0.54,0.56,0.34
159373573,0.79,0.93,0.95,0.87
159373575,0.63,0.75,0.69,0.63
159373577,0.97,0.97,0.96,0.96
159373580,0.67,0.68,0.62,0.53
159373582,0.99,0.99,0.98,0.97
159373583,0.7,0.73,0.73,0.56
159373584,0.96,0.97,0.97,0.95
159378809,0.74,0.87,0.72,0.22
159378810,1.0,1.0,0.94,0.8
159378812,0.55,0.74,0.64,0.16
159378813,0.54,0.72,0.6,0.18
159378814,0.64,0.65,0.34,0.12
159378816,0.02,0.06,0.01,0.0
159378818,0.02,0.06,0.04,0.0
159378819,0.28,0.46,0.4,0.26
159378820,0.28,0.54,0.56,0.34
159378821,0.98,0.99,0.98,0.95
159378822,0.42,0.65,0.13,0.06
159378824,0.62,0.87,0.8,0.24
159385439,0.47,0.51,0.48,0.35
159385441,0.7,0.77,0.8,0.63
159385445,0.17,0.24,0.25,0.18
159385447,0.29,0.38,0.32,0.13
159385452,0.64,0.74,0.84,0.56
159385458,0.59,0.59,0.48,0.35
159385462,0.92,0.96,0.96,0.96
159385464,0.6,0.73,0.66,0.38
159385467,0.65,0.64,0.51,0.17
159385468,0.14,0.19,0.15,0.01
159385470,0.66,0.8,0.79,0.68
159385473,0.3,0.38,0.36,0.02
159385477,0.51,0.6,0.55,0.4
159385479,0.29,0.46,0.36,0.14
159385480,0.33,0.38,0.56,0.59
159385482,0.98,0.98,0.97,0.91
159385487,0.44,0.52,0.52,0.38
159385488,0.84,0.84,0.85,0.64
159385491,0.29,0.43,0.31,0.01
159385493,0.47,0.81,0.77,0.12
159385500,0.58,0.99,0.88,0.29
159397580,0.24,0.27,0.27,0.2
159404795,0.95,0.92,0.89,0.8
159404796,0.68,0.82,0.68,0.14
159404800,0.58,0.73,0.54,0.18
159409907,0.22,0.28,0.24,0.05
159409908,0.08,0.23,0.27,0.0
159409910,0.31,0.42,0.41,0.03
159424214,0.75,0.74,0.74,0.78
159430174,0.63,0.71,0.66,0.36
159430176,0.85,0.88,0.84,0.83
159430177,0.07,0.09,0.18,0.18
159430178,0.39,0.46,0.39,0.16
159430179,0.01,0.15,0.18,0.0
159430180,0.94,0.95,0.94,0.88
159430181,0.69,0.68,0.73,0.43
159430182,0.35,0.85,0.68,0.24
159430183,0.62,0.66,0.48,0.09
159430184,0.03,0.23,0.3,0.05
159430185,0.16,0.68,0.41,0.11
159430186,0.44,0.39,0.39,0.02
159430187,0.56,0.64,0.44,0.08
159430188,0.99,0.99,0.99,0.9
159430189,0.73,0.74,0.74,0.67
159430190,1.0,1.0,0.99,0.97
159430191,0.33,0.52,0.52,0.51
159430192,0.24,0.34,0.3,0.01
159430193,0.09,0.88,0.53,0.06
159430194,0.31,0.38,0.37,0.21
159430195,0.99,0.99,0.98,0.93
159430196,0.64,0.67,0.61,0.27
159430197,0.49,0.54,0.47,0.34
159430198,0.96,0.95,0.93,0.93
159430199,0.25,0.4,0.41,0.33
159430200,0.62,0.83,0.67,0.23
159430202,0.7,0.79,0.79,0.43
159431213,0.19,0.21,0.18,0.1
159431214,0.32,0.69,0.59,0.27
159431215,0.32,0.29,0.18,0.02
159431216,0.21,0.64,0.52,0.15
159431217,0.07,0.14,0.13,0.02
159431219,0.14,0.8,0.35,0.07
159431222,0.7,0.79,0.73,0.6
159431224,0.18,0.59,0.29,0.09
159431225,0.09,0.19,0.67,0.05
159431226,0.2,0.68,0.42,0.13
159431227,0.83,0.6,0.48,0.64
159432128,0.56,0.82,0.58,0.27
159432130,0.61,0.68,0.67,0.33
159432133,0.15,0.51,0.52,0.05
159432135,0.44,0.49,0.46,0.31
159432139,0.28,0.47,0.33,0.13
159432141,0.69,0.68,0.31,0.01
159432142,0.92,0.94,0.91,0.72
159432146,0.99,0.9,0.58,0.54
159432147,0.7,0.87,0.8,0.41
159512248,0.81,0.95,0.95,0.95
159528451,1.0,1.0,1.0,0.97
159604911,0.24,0.53,0.66,0.05
159604912,0.77,0.8,0.8,0.69
159604913,0.67,0.87,0.89,0.84
159604914,0.8,0.81,0.81,0.47
159604915,0.94,0.94,0.94,0.3
159653775,0.95,0.96,0.94,0.86
159670583,0.58,0.63,0.62,0.39
159685474,0.25,0.13,0.05,0.01
159685481,0.0,0.0,0.0,0.0
159685482,0.55,0.84,0.83,0.7
159685485,0.83,0.86,0.82,0.81
159685491,0.98,0.93,0.97,0.39
159685493,0.96,0.9,0.7,0.27
159758422,0.32,0.47,0.07,0.0
159821861,0.0,0.0,0.0,0.0
159821862,0.29,0.29,0.14,0.0
159948937,0.0,0.18,0.1,0.0
159973321,0.97,0.99,0.95,0.79
159973322,0.6,0.68,0.66,0.19
160200062,1.0,1.0,1.0,0.57
160200064,0.81,0.82,0.96,0.41
160200066,1.0,1.0,1.0,1.0
160200069,0.97,0.97,0.94,0.73
160342938,1.0,1.0,1.0,1.0
160342939,1.0,1.0,1.0,0.42
160468527,1.0,1.0,1.0,1.0
160468528,0.76,0.71,0.57,0.37
160468529,1.0,1.0,1.0,1.0
160468531,0.58,0.59,0.46,0.38
160468532,0.99,0.99,0.99,0.99
160785655,0.31,0.45,0.34,0.1
160785657,0.46,0.86,0.83,0.6
160785664,0.78,0.91,0.8,0.54
160785665,0.75,0.93,0.93,0.83
160786958,0.99,0.99,1.0,1.0
160786964,0.9,0.81,0.74,0.6
160790421,0.36,0.5,0.45,0.29
161713478,0.27,0.53,0.48,0.19
161713481,0.48,0.74,0.74,0.66
161964532,1.0,1.0,1.0,1.0
161964534,1.0,1.0,1.0,1.0
163079568,0.72,0.89,0.81,0.04
163079569,0.84,1.0,1.0,0.14
164288697,0.0,0.0,0.0,0.0
164422683,0.24,0.46,0.25,0.06
164533260,0.43,0.45,0.43,0.34
164533262,0.97,0.98,0.94,0.59
164533267,0.4,0.75,0.42,0.0
164533269,0.47,0.52,0.5,0.2
164533270,0.58,0.64,0.61,0.48
164533273,0.41,0.51,0.48,0.4
164541934,0.73,0.92,0.76,0.17
164678973,0.13,0.23,0.21,0.09
164678975,0.25,0.4,0.35,0.17
164678977,0.19,0.3,0.24,0.11
164679717,1.0,1.0,0.99,0.98
164680405,0.35,0.45,0.36,0.19
164680406,0.67,0.67,0.57,0.33
166106023,0.19,0.15,0.15,0.0
166106026,0.32,0.34,0.21,0.0
166769876,0.97,0.97,0.98,0.97
167583172,0.36,0.49,0.56,0.56
167583173,0.89,0.93,0.92,0.34
167583174,0.8,0.88,0.85,0.64
167595770,1.0,1.0,1.0,0.95
167595772,0.83,0.83,0.79,0.45
167595773,0.46,0.38,0.54,0.54
167595774,0.84,0.89,0.9,0.84
167595775,0.86,0.91,0.75,0.39
167595776,0.22,0.45,0.47,0.38
167595777,0.9,0.95,0.94,0.88
167595780,0.78,0.78,0.47,0.18
167595781,0.9,0.92,0.91,0.33
167595783,0.77,0.86,0.63,0.32
168407613,0.0,0.0,0.0,0.0
168407614,0.6,0.64,0.23,0.37
169359675,0.68,0.82,0.74,0.57
169359676,0.56,0.7,0.62,0.32
169385046,0.57,0.76,0.67,0.37
170570370,0.46,0.47,0.53,0.37
172418445,0.61,0.78,0.67,0.4
172973403,0.48,0.64,0.59,0.29
172977383,0.91,0.92,0.92,0.92
173899233,0.84,0.85,0.87,0.87
173899234,1.0,1.0,1.0,1.0
173899237,1.0,1.0,1.0,1.0
173899238,1.0,1.0,1.0,1.0
173899242,1.0,1.0,1.0,1.0
173899245,1.0,1.0,1.0,1.0
173899246,1.0,1.0,1.0,1.0
173899250,0.97,0.99,0.99,0.96
173899254,1.0,1.0,1.0,1.0
173899257,1.0,1.0,1.0,1.0
173903053,0.68,0.64,0.45,0.34
174609679,1.0,1.0,1.0,1.0
175748191,0.52,0.66,0.63,0.46
175748192,0.39,0.56,0.53,0.41
176768812,0.32,0.65,0.5,0.15
176803833,0.0,0.17,0.07,0.0
176803834,0.07,0.23,0.15,0.02
177575618,0.44,0.57,0.38,0.05
177690663,0.55,0.82,0.91,0.58
177757970,0.4,0.67,0.34,0.16
177757971,0.35,0.56,0.26,0.22
177757973,0.46,0.64,0.38,0.14
177760353,0.51,0.6,0.54,0.22
177761407,0.07,0.17,0.23,0.02
177761408,0.67,0.76,0.58,0.15
177761409,0.41,0.47,0.39,0.25
177761411,0.92,0.89,0.78,0.81
177761412,0.74,0.86,0.85,0.55
177923642,0.31,0.43,0.45,0.36
178673561,1.0,1.0,1.0,1.0
180183435,1.0,1.0,1.0,1.0
180183437,0.83,0.86,0.84,0.52
180183439,0.99,0.99,0.99,0.97
180183442,1.0,1.0,1.0,1.0
180183444,1.0,1.0,1.0,1.0
180183444,1.0,1.0,1.0,1.0
180183446,0.98,0.99,0.99,0.99
180183924,0.99,0.99,0.99,0.97
180183926,0.98,0.97,0.94,0.95
180183927,0.43,0.53,0.54,0.5
180183928,0.84,0.75,0.74,0.83
180183931,1.0,1.0,1.0,1.0
180184433,1.0,1.0,1.0,1.0
180184434,0.84,0.89,0.86,0.72
180184692,0.52,0.59,0.54,0.44
180186686,0.93,0.93,0.85,0.45
180188407,0.04,0.08,0.05,0.01
180610923,0.5,0.83,0.79,0.09
180610925,1.0,1.0,1.0,0.87
180870472,0.45,0.43,0.03,0.0
180870473,0.62,0.73,0.81,0.81
180870474,0.61,0.57,0.47,0.47
180870475,0.7,0.73,0.59,0.35
180874595,0.27,0.31,0.28,0.22
180874596,0.9,0.89,0.81,0.74
180874597,0.43,0.65,0.63,0.57
180874598,0.86,0.87,0.85,0.78
180874599,1.0,1.0,0.99,0.98
180874600,0.94,0.96,0.97,0.97
180874601,0.96,0.96,0.93,0.9
181453322,1.0,1.0,1.0,1.0
181454396,1.0,1.0,1.0,1.0
181454397,1.0,1.0,1.0,1.0
181454398,1.0,1.0,1.0,1.0
181454404,1.0,1.0,1.0,1.0
181454406,1.0,1.0,1.0,1.0
181454407,1.0,1.0,1.0,1.0
181454408,1.0,1.0,1.0,1.0
181454410,1.0,1.0,1.0,1.0
181454447,0.97,0.97,0.96,0.94
181455270,1.0,1.0,1.0,1.0
181455271,0.82,0.81,0.81,0.81
181455272,0.99,1.0,1.0,0.98
181455273,1.0,1.0,1.0,1.0
181455274,1.0,1.0,1.0,1.0
181455275,1.0,1.0,1.0,1.0
181455276,1.0,1.0,1.0,1.0
181455279,1.0,1.0,1.0,1.0
181455281,0.96,0.97,0.97,0.96
181455282,1.0,1.0,1.0,1.0
181455511,1.0,1.0,1.0,1.0
181546694,1.0,1.0,1.0,1.0
182724993,0.93,0.9,0.59,0.39
182724995,0.92,0.98,0.99,0.89
182997862,0.53,0.72,0.29,0.11
182997863,0.66,0.82,0.68,0.24
182997864,0.18,0.34,0.22,0.03
182997865,0.9,0.92,0.92,0.78
183124034,0.68,0.98,0.89,0.4
183124035,0.69,0.72,0.69,0.56
183124041,0.63,0.9,0.81,0.2
183124042,0.31,0.75,0.38,0.16
183124043,0.73,0.82,0.77,0.4
183124046,0.87,0.87,0.87,0.75
183137096,0.04,0.07,0.05,0.05
183137097,0.8,0.83,0.79,0.43
183175230,0.21,0.49,0.39,0.0
183533916,0.46,0.49,0.47,0.43
183533917,0.74,0.74,0.74,0.65
184767764,0.45,0.85,0.51,0.15
184774201,0.08,0.39,0.36,0.02
185297713,0.58,0.69,0.66,0.53
186136369,0.32,0.58,0.55,0.22
186260211,0.48,0.78,0.37,0.09
186260213,0.82,0.82,0.71,0.28
186260215,0.44,0.57,0.43,0.25
186998052,0.88,0.93,0.92,0.79
187784377,0.7,0.91,0.91,0.9
188118318,0.98,0.99,0.99,0.99
188118319,1.0,1.0,1.0,0.99
188119023,0.96,0.96,0.95,0.74
188119024,0.54,0.59,0.54,0.54
188119025,1.0,1.0,1.0,1.0
188119026,1.0,1.0,1.0,1.0
188119288,1.0,1.0,0.99,0.97
188119289,1.0,1.0,1.0,1.0
188119426,1.0,1.0,1.0,1.0
188119427,1.0,1.0,1.0,1.0
188119511,0.99,0.99,0.99,0.96
188119715,0.09,0.13,0.13,0.11
188119717,0.81,0.9,0.83,0.53
188119959,1.0,1.0,1.0,1.0
188119960,0.98,1.0,1.0,1.0
188119961,0.94,0.94,0.85,0.77
188119962,0.82,0.87,0.84,0.75
188120274,1.0,1.0,1.0,1.0
188120275,1.0,1.0,1.0,1.0
188544021,0.97,0.97,0.97,0.95
188990656,0.1,0.12,0.07,0.07
188990657,0.12,0.31,0.28,0.02
188990658,0.58,0.54,0.44,0.12
188990659,0.4,0.3,0.1,0.0
189074029,0.99,1.0,0.99,1.0
189325679,0.92,0.92,0.85,0.79
189331989,0.21,0.18,0.13,0.13
189859960,0.43,0.43,0.23,0.11
190020267,0.99,1.0,0.99,0.99
190020268,0.63,0.76,0.67,0.63
191741532,0.24,0.46,0.47,0.43
191741533,0.85,0.38,0.38,0.34
191741534,0.5,0.38,0.22,0.2
191741536,0.4,0.94,0.95,0.71
191741537,0.5,0.48,0.06,0.03
191742706,0.0,0.03,0.0,0.12
191743182,0.0,0.0,0.0,0.0
191743183,0.03,0.28,0.28,0.0
191743184,0.0,0.0,0.46,0.0
191743185,0.06,0.45,0.7,0.39
191743186,0.0,0.0,0.0,0.0
191743187,0.0,0.45,0.88,0.0
191743875,0.0,0.11,0.0,0.0
191743877,0.0,0.53,0.56,0.02
191744043,0.28,0.48,0.42,0.22
191744044,0.26,0.39,0.35,0.2
192581388,0.63,0.65,0.67,0.66
192581389,0.92,0.93,0.93,0.88
192581390,0.81,0.81,0.62,0.38
192635756,0.79,0.9,1.0,0.64
192635757,0.84,0.88,0.84,0.65
192887865,0.09,0.25,0.21,0.0
192887878,0.08,0.39,0.54,0.53
192887879,0.04,0.07,0.18,0.12
192887880,0.11,0.17,0.09,0.02
192887881,0.92,0.92,0.88,0.82
192887882,0.97,0.98,0.98,0.98
192887884,1.0,1.0,1.0,1.0
192887885,0.27,0.35,0.32,0.18
192887886,0.17,0.27,0.23,0.09
192887887,0.69,0.72,0.7,0.63
192887888,0.58,0.64,0.58,0.0
194621238,0.84,0.84,0.85,0.82
194621260,0.55,0.84,0.83,0.25
195753373,0.61,0.69,0.64,0.21
195753376,0.61,0.67,0.66,0.26
195774834,0.84,0.9,0.99,0.84
195774835,0.9,0.94,0.96,0.58
195774837,0.64,0.93,0.88,0.6
195774838,0.8,0.88,0.96,0.83
195774839,0.88,0.94,0.97,0.82
195774840,0.9,0.96,0.98,0.61
195774841,0.53,1.0,0.77,0.12
195774842,1.0,0.99,0.8,0.37
195774843,1.0,1.0,0.94,0.64
195774844,0.73,0.86,0.79,0.58
195830795,0.67,0.7,0.68,0.62
195830796,0.56,0.76,0.77,0.74
195831009,0.3,0.68,0.68,0.68
195832733,0.67,0.69,0.68,0.6
195832734,0.69,0.8,0.77,0.68
195832735,0.66,0.7,0.67,0.59
195832736,0.56,0.58,0.57,0.51
195835011,0.55,0.58,0.57,0.45
195835012,0.61,0.67,0.65,0.47
195835013,0.79,0.84,0.83,0.68
195835014,0.83,0.87,0.86,0.73
195835015,0.7,0.75,0.73,0.67
195835016,0.9,0.93,0.92,0.8
196864845,0.82,0.84,0.72,0.27
197131710,0.74,0.81,0.75,0.23
197384348,1.0,1.0,1.0,1.0
197534939,0.67,1.0,1.0,0.75
198100307,0.15,0.16,0.18,0.06
198100308,0.86,0.94,0.81,0.52
198100310,0.87,0.91,0.88,0.45
198103716,0.96,0.98,0.97,0.98
198103717,0.83,0.83,0.81,0.35
198103718,0.6,0.66,0.65,0.37
198103719,0.46,0.54,0.69,0.36
198103720,0.43,0.72,0.72,0.2
198103721,1.0,1.0,0.92,0.86
198103722,0.65,0.66,0.73,0.57
198103723,0.4,0.49,0.57,0.24
198103724,0.53,0.67,0.72,0.48
198103725,0.43,0.55,0.64,0.29
198103726,0.77,0.8,0.79,0.47
198103727,0.81,0.86,0.87,0.57
198103728,0.3,0.37,0.48,0.27
198103729,0.97,0.98,0.98,0.99
198103730,0.82,0.87,0.87,0.57
198103731,0.39,0.71,0.61,0.25
198103732,0.71,0.83,0.72,0.35
198103733,0.85,0.92,0.97,0.97
198103734,0.54,0.83,0.87,0.39
198103735,0.7,0.65,0.62,0.58
198103736,0.91,0.87,0.81,0.77
198103737,0.4,0.55,0.42,0.22
198103738,0.54,0.59,0.71,0.34
198103739,0.78,0.76,0.62,0.21
198103740,1.0,1.0,1.0,0.98
198103741,0.45,0.56,0.51,0.3
198216718,0.75,0.75,0.73,0.43
198590489,1.0,0.99,0.99,0.87
198590490,0.61,0.58,0.47,0.22
198590491,0.4,0.39,0.36,0.2
198590492,0.84,0.62,0.7,0.82
198590493,0.55,0.46,0.39,0.27
198590494,0.52,0.43,0.45,0.42
198590495,0.71,0.58,0.57,0.36
198590496,0.74,0.6,0.54,0.51
198590497,0.63,0.6,0.42,0.25
198590498,0.56,0.56,0.36,0.13
198590499,0.78,0.56,0.39,0.48
198590500,0.47,0.57,0.33,0.09
198674113,1.0,1.0,1.0,0.99
198674782,0.98,1.0,1.0,1.0
198674783,1.0,1.0,1.0,0.79
198674784,0.84,0.91,0.93,0.78
198674785,1.0,1.0,1.0,1.0
198674786,1.0,1.0,1.0,1.0
198677119,1.0,1.0,1.0,1.0
198677120,0.65,0.82,0.87,0.85
198677121,0.32,0.18,0.07,0.03
198677122,0.74,0.88,0.79,0.49
198677124,0.86,0.89,0.88,0.77
198677127,0.91,0.9,0.89,0.86
198677128,1.0,1.0,1.0,1.0
199392958,0.21,0.29,0.15,0.01
199425108,0.43,0.54,0.51,0.18
199425113,0.43,0.45,0.44,0.35
199425114,0.65,0.65,0.65,0.43
199425115,0.76,0.8,0.8,0.5
199425117,0.46,0.54,0.47,0.21
199425118,0.81,0.81,0.81,0.81
199425119,0.98,0.99,0.95,0.59
199425120,0.49,0.64,0.6,0.19
199425121,0.52,0.58,0.47,0.27
199425122,0.38,0.62,0.64,0.54
199552644,0.46,0.55,0.5,0.32
199552646,0.02,0.07,0.07,0.04
199552650,0.14,0.25,0.08,0.15
199552651,0.48,0.48,0.3,0.0
199552652,0.0,0.0,0.0,0.0
199552654,0.71,0.88,0.04,0.21
199552655,0.06,0.0,0.0,0.0
199552657,0.06,0.14,0.13,0.11
199552658,0.0,0.02,0.0,0.0
199552659,0.18,0.16,0.08,0.12
199552660,0.0,0.18,0.16,0.12
199553694,0.08,0.15,0.16,0.08
200326307,1.0,1.0,1.0,1.0
200326310,1.0,1.0,1.0,1.0
200326312,1.0,1.0,1.0,1.0
200326316,0.98,0.99,0.99,0.99
200326319,1.0,1.0,1.0,1.0
201431091,0.98,0.98,0.97,0.96
201431092,0.9,0.92,0.94,0.92
201431093,0.87,0.92,0.83,0.71
201431094,0.98,0.97,0.9,0.79
201506909,0.38,0.73,0.66,0.28
201506910,0.14,0.15,0.11,0.01
201852224,0.82,0.79,0.62,0.22
201852319,0.11,0.73,0.61,0.29
201852320,0.55,0.69,0.53,0.19
201852321,0.5,0.63,0.53,0.08
201852322,0.41,0.61,0.57,0.36
201852323,0.09,0.6,0.5,0.0
201852324,0.4,0.41,0.24,0.12
201852325,0.59,0.74,0.51,0.23
